,Unnamed: 0,label,sent1,sent2,ending0,ending1,ending2,ending3,ending4
3123,3123,0,What will the judge declare if someone is committing perjury?,committing perjury,A. mistrial,B. criminal prosecution,C. citation,D. injustices,E. penalty
2771,2771,4,"The rich young people who had just graduated suffered from boredom, being without responsibility they decided to do what before starting jobs?",boredom,A. play games,B. sleep,C. smoke,D. read book,E. travel
4315,4315,0,"Today was beautiful, clear blue skies are nice but there's nothing to look at up there if it isn't a little what?",beautiful,A. cloudy,B. hideous,C. grotesque,D. ugly,E. rain
2984,2984,3,Where does a plane go when it has reached its destination?,plane,A. air,B. eat,C. sky,D. runway,E. fall
898,898,2,What is a student about to do if they are sitting in front of a number of black and white keys?,student,A. talk,B. read book,C. play piano,D. study book,E. study engineering
301,301,2,A night owl is what you'd head at sunset and you'd hear a what at sunrise?,night owl,A. morning person,B. early bird,C. lark,D. early riser,E. rooster
3298,3298,3,"She said it was her turn to watch television, it was time for her to what?",watch television,A. entertained,B. plug in,C. you're bored,D. see favorite show,E. sit
444,444,0,"A person writes a check to a clerk, where does the clerk put them?",check,A. cash register,B. desk drawer,C. pay envelope,D. throw away,E. box
1618,1618,3,The only thing left of the ancient giants lizards are fossils and what?,lizards,A. four legs,B. sex to produce offspring,C. pictures,D. bones,E. tail
1548,1548,2,Why do people go to see others playing baseball?,playing baseball,A. pain,B. delight,C. entertainment,D. stupid,E. fun
1900,1900,3,What will pass while washing clothes?,washing clothes,A. soap and water,B. air,C. effort,D. time,E. water and soap
2146,2146,0,While doing housework you came across a dusty corner which caused you to start doing what?,doing housework,A. sneezing,B. tired,C. boredom,D. fatigue,E. anxiety
2105,2105,1,"The man picked from an apple tree outside of Chicago, where did the apple come from?",apple tree,A. washington state,B. illinois,C. indiana,D. swamp,E. woods
391,391,0,A water spout was seen in the ocean off the coast of what?,water spout,A. florida,B. basement,C. sink,D. beach,E. fountain
1944,1944,4,"The person was stood up on a date, what was his reaction?",person,A. cross street,B. machine part,C. regret,D. selling things,E. feel resentful
1214,1214,1,The person changed because what demanded it?,change,A. stagnation,B. tradition,C. paper money,D. wife,E. unpleasant
528,528,0,Where do you keep a teakettle?,teakettle,A. cupboard,B. countertop,C. water,D. hardware department,E. england
3163,3163,1,What might cause someone to have a last passing sentence?,passing sentence,A. bounding,B. death,C. grief,D. judgement,E. appeals
3223,3223,1,"If I'm at the doctor's office looking for a good title, what sort of story am I looking to read?",title,A. book,B. magazine article,C. safe deposit box,D. hotel menu book,E. library
970,970,4,"When playing baseball they keep track of mistakes, this stat is called what?",playing baseball,A. happiness,B. sore muscles,C. injury,D. perfection,E. errors
2068,2068,1,What might a person do on their birthday or Christmas,person,A. understand themselves,B. receive gifts,C. compliments,D. drink,E. acknowledgment
3495,3495,3,What do you need to make sure that you are at night while driving?,driving,A. car,B. vehicle,C. distraction,D. being awake,E. napping
3639,3639,2,"The person was trapped on the freeway on the way to a movie audition, where was he?",freeway,A. florida,B. countryside,C. california,D. america,E. large city
2072,2072,0,Where would a floor be covered in clothes?,floor,A. closet,B. chair,C. table,D. house,E. desk
4898,4898,3,where can you sit to work on your needlepoint near your front door?,needlepoint,A. thread,B. artscraft store,C. sewing,D. livingroom,E. frame
2582,2582,1,Where are horses found with jockeys?,horses,A. magazines,B. race track,C. countryside,D. fair,E. kept in barn stalls
1334,1334,3,"His want for more was insatiable, a what wasn't enough?",want,A. presence,B. overabundance,C. stockpile,D. plentitude,E. morman
2226,2226,3,What do you have when you are learning?,learning,A. attention,B. attention,C. study,D. thought,E. exposure
4708,4708,0,"I had some old stuff that could be valuable , where did I send it?",old stuff,A. museum,B. waste bin,C. loft,D. cellar,E. attic
4430,4430,4,Outside of the city where could you find a sloth in a small zoo?,sloth,A. cage,B. encyclopedia,C. wilderness,D. dictionary,E. countryside
3477,3477,2,What is a reason to pay your television bill?,television,A. informative,B. dead,C. legal,D. entertaining,E. obsolete
4087,4087,0,What public celebration sometimes has a horse show?,horse,A. state fair,B. indy 500,C. american southwest,D. canada,E. central park
977,977,3,Where can you find a movie theater along with other stores in one placE?,theater,A. downtown area,B. urban area,C. new york city,D. shopping mall,E. military base
2728,2728,4,Because of dangers you don't always see shop as an option in what anymore?,shop,A. downtown area,B. container,C. ocean floor,D. roadway,E. high school
206,206,4,"The hippy wanted peace with all humans, he had strong what for them all?",all humans,A. names,B. words,C. naval,D. bladders,E. feelings
3251,3251,2,In hat city do the most U.S. politicians work?,politicians,A. parliament,B. government,C. washington d.c,D. departaments,E. run for president
4183,4183,2,"Billy was a kooky person, but he wasn't gay.  What was he?",kooky,A. mainstream,B. conventional,C. straight,D. standard,E. ordinary
1125,1125,1,What is water rapids that are choppy considered?,water,A. blue,B. dangerous,C. surface of earth,D. shaky,E. important
3329,3329,2,"Curiosity got him out of his small hometown, he simply wanted to what?",curiosity,A. analyse,B. die,C. go somewhere,D. see favorite show,E. read book
2051,2051,1,When you're creating art and are interrupted constantly you will likely feel what?,creating art,A. relax,B. frustration,C. pleasure,D. controversy,E. park
911,911,2,What is an way for people to meet with each other?,people,A. believe in god,B. pay bills,C. group together,D. enjoy themselves,E. face each other
1040,1040,2,Where can you keep a fire extinguisher in the house if it's really big?,fire extinguisher,A. school bus,B. car,C. garage,D. stairwell,E. hospital
1074,1074,0,If you listen to someone what skill do you have?,listen,A. able to hear,B. very quiet,C. pay attention,D. shut up,E. hatred
2873,2873,1,"The factory made all sorts of specialized toys; AK47's, MiGs, anything having to do with what?",factory,A. free trade zones,B. russia,C. industrial park,D. napoleon,E. workers
4487,4487,1,A birthday celebrates when a person reaches a what?,birthday,A. funeral,B. new age,C. die,D. happy,E. obesity
801,801,0,There aren't many anemone in what glove-shaped state?,anemone,A. michigan,B. lake,C. tide pool,D. nursery,E. atlantic ocean
4967,4967,2,If you've been standing in queue for a long time you may develop some what?,standing in queue,A. will have to wait,B. daydreaming,C. impatience,D. angry,E. become impatient
2712,2712,0,What do gentleman organize when they need to discuss business?,gentleman,A. meeting,B. club,C. meditation center,D. church,E. clothing
1284,1284,3,Where do kids gather in the entrance hall at the request of teachers?,entrance hall,A. house,B. person,C. palace,D. school,E. hospital
4636,4636,1,A person that is really skilled with harmonica might find a gig with what sort of group?,harmonica,A. mouth,B. blues band,C. rock band,D. gymnastic squad,E. music shop
3927,3927,4,"If an outdoors man wants accommodations, where is he likely looking to go?",accommodations,A. motel,B. comfort,C. hostel,D. theater,E. camp ground
4099,4099,0,"After answering questions from the press for hours, what did the police chief feel?",answering questions,A. irritation,B. sadness,C. polite,D. teaching,E. detective
3516,3516,4,"John runs a corner shop in the American Midwest, in a place known for its Vikings. In what region is his shop most likely located?",corner shop,A. california,B. england,C. street corner,D. corner of two streets,E. minnesota
1560,1560,2,Where do soldiers not deployed eat their food?,food,A. neighbor's house,B. at home,C. military base,D. shelf,E. kitchen
1689,1689,1,What could a solicitor do that would gain revenue?,solicitor,A. buy house,B. claim compensation,C. write letter,D. charge according to time,E. go to court
4668,4668,1,How would you get to a town?,town,A. michigan,B. train station,C. countryside,D. squirrel,E. valley
4415,4415,3,A person may need more meaning to life which would result in what religious following?,person,A. gain weight,B. thank god,C. experience joy,D. believe in god,E. own car
4451,4451,0,What do airplanes do?,airplanes,A. carry freight,B. catch on fire,C. stall,D. in the clouds,E. accelerate
3470,3470,0,"Drinking alcohol should be avoided. In addition to making you sick, it can cause what?",drinking alcohol,A. accidents,B. have fun,C. vomiting,D. wicked,E. frequent urination
2996,2996,1,If you're standing in front of people holding index cards what are you likely doing?,index card,A. learning,B. oral report,C. office supply store,D. card catalogue,E. library
1840,1840,2,What do you have for someone that you respect,respect,A. slight,B. a gift,C. irreverence,D. disregard,E. belittlement
4219,4219,1,"When someone is watching a film, what are they hoping for?",watching film,A. insight,B. being entertained,C. fear,D. erection,E. expectations
1368,1368,3,"He was competing for the prestigious prize, though it had no money, what was he seeking by attempting to get it?",competing,A. enemies,B. rivalry,C. bad blood,D. accomplishment,E. game
4582,4582,3,"The lizard lived at the base of the ancient longest wall, what country did it likely live in?",lizard,A. forrest,B. desert,C. tropics,D. china,E. garden
3990,3990,1,What is someone likely to feel after the act of procreating?,procreating,A. exhaustion,B. feeling good,C. having children,D. overpopulation,E. hair loss
687,687,1,Why do people engage in chatting with friends in class?,chatting with friends,A. necessity,B. answers,C. inspiration,D. love,E. fun
1171,1171,1,Sam didn't care about what company he kept on Christmas.  He just didn't want to be what?,company,A. you,B. alone,C. solitude,D. he want to marry,E. loneliness
1675,1675,0,"If there is a creature that you cannot see, where is it likely to be?",creature,A. dark place,B. world,C. zoo,D. in a cage,E. woods
933,933,0,Why would someone confess to committing murder?,committing murder,A. guilty conscience,B. fear,C. go free,D. problems,E. find god
2209,2209,3,Where is a small dog likely to be well groomed?,small dog,A. animal shelter,B. backyard,C. park,D. dog show,E. georgia
2310,2310,4,"The twisted kidnapper laid out the deal, killing seemed to be the only way the victim could gain his what?",killing,A. sorrow,B. trust,C. bloody mess,D. pleasure,E. freedom
4015,4015,2,What happens when a child reads something?,child,A. balloon,B. become adult,C. learn,D. clean room,E. loved
2208,2208,0,Where could you find millions of jellyfish?,jellyfish,A. north sea,B. smack,C. sponge bob's house,D. store,E. sea water
2577,2577,0,What is a person's immediate reaction to winning the lottery?,person,A. feel lucky,B. wash themselves,C. wonder what happened,D. cross street,E. run
4096,4096,4,"He needed to provide, so he was always working, what did he want to accomplish?",working,A. frustration,B. prosperity,C. creation,D. opening a bank account,E. earning money
707,707,0,What is a place that could have tens of thousands of fiddle?,fiddle,A. tennessee,B. band practice,C. orchestra,D. violin case,E. music store
4618,4618,2,What does a person want to fit in with?,person,A. goverment,B. nature,C. society,D. natural world,E. humanity
4254,4254,2,"Mary was in motion the whole time.  From per perspective, it looked like everyone else was what?",motion,A. stopped,B. stillness,C. standing still,D. static,E. being still
2234,2234,1,Discovering truth normally occurs at what part of a research process?,discovering truth,A. enlightenment,B. conclusion,C. beginning,D. relief,E. happiness
2061,2061,4,The Mongallan gazelle to the southern region of where?,gazelle,A. game preserve,B. desert,C. wildlife refuge,D. ivory coast,E. sudan
1170,1170,4,"He was trying to buy a new mattress, he wanted something soft yet what?",soft,A. hexachord,B. loud,C. hard,D. harsh,E. firm
4235,4235,2,What is typically the attitude of a child waiting for something?,waiting for,A. wisdom,B. anxiety,C. impatience,D. tiredness,E. boredom
3574,3574,3,Where would you put a ficus if you do not want it to damage your floor?,ficus,A. dictionary,B. middle east,C. earth,D. container,E. tropical forest
2749,2749,1,Debbie noticed that there was a ficus decorating the room while she was getting a perm.  Where was this plant?,ficus,A. arboretum,B. hair salon,C. family room,D. flower garden,E. in the sink
3613,3613,1,What does there need to be for a shadow to appear?,shadow,A. ground,B. bright light,C. bridge,D. sunshine,E. beam
3941,3941,4,Where do students use a pen?,pen,A. friend's house,B. paper,C. office supply store,D. pocket,E. classroom
3845,3845,3,Where would the heifer go to join her herd?,heifer,A. slaughterhouse,B. cow palace,C. dairy farm,D. cow pasture,E. barnyard
2559,2559,4,"A car was going from Florida to Ohio, what was it doing?",car,A. roll over,B. head north,C. flying,D. speed up,E. heading north
4634,4634,3,What would people do if they are agreeing with each other?,agreeing with,A. smiles,B. dissonance,C. accord,D. band together,E. rapport
3062,3062,3,"When people have a variety of opinions, what can they do with one another?",people,A. divorce,B. believe in god,C. gain weight,D. agree or disagree,E. become angry
1014,1014,3,Where is a good place to get an old fashioned cup of coffee?,cup of coffee,A. electrical circuit,B. coffee shop,C. canteen,D. diner,E. mexico
480,480,0,Turkey is a nation in what part of the world?,turkey,A. middle east,B. asia minor,C. asia,D. provide meat,E. balkan peninsula
638,638,2,"She a deep love for all her friends, every Friday she had an open invitation for them as she loved to host and what?",love,A. wait for,B. eat out,C. entertain,D. please parents,E. paint
4218,4218,0,"If people are scared, why would they get a gun?",people,A. arm themselves,B. to drive their property value down,C. talk to each other,D. lose touch,E. share ideas
2075,2075,3,"The security detail had to keep an eye on the entire crowd, they were constantly scanning all the what?",eye,A. potato,B. body,C. focus,D. faces,E. person's head
2588,2588,0,When people are exposed to a virus what happens?,people,A. get sick,B. experience joy,C. laugh,D. talk to each other,E. ask questions
909,909,0,What is the opposite of foolhardy?,foolhardy,A. thoughtful,B. discreet,C. calculated,D. cautious,E. careful
2153,2153,2,"If I wanted to look at a drum, where would I go?",drum,A. symphony orchestra,B. child's room,C. music store,D. rock band,E. parade
2089,2089,2,"Sam thought that his money would grow, instead his savings only did what?",grow,A. shrink,B. explode,C. diminish,D. get smaller,E. stagnant
4463,4463,4,"Tim flies airplanes, but not passenger planes.  He doesn't have to worry about passengers. All he has to do is what?",airplanes,A. arrive late,B. teach,C. catch on fire,D. taxi,E. carry freight
1731,1731,3,Where is a market likely to be enclosed?,market,A. field,B. village,C. rural area,D. city,E. mexico
4908,4908,4,What does an actor in a musical do?,actor,A. branch out,B. vocals,C. pretend,D. wear costume,E. sing songs
3553,3553,3,What entity would have a fire extinguisher in their boardroom?,fire extinguisher,A. boat,B. apartment,C. public building,D. most businesses,E. chemistry lab
1439,1439,0,"The living conditions were poor, but the building wasn't condemned as they were still barely what?",poor,A. adequate,B. poormouth,C. rich,D. enough,E. good
2441,2441,2,"Where can you buy copy paper, pens and desks?",paper,A. computer printer,B. artist's studio,C. office supply store,D. classroom,E. supermarket
755,755,2,What kind of place could have thousands of statue?,statue,A. church,B. theatre,C. large city,D. water fountain,E. central park
4584,4584,1,What in a car could have an led?,led,A. electronics,B. dashboard,C. electronic equipment,D. display,E. pc board
4215,4215,2,"The shark was sick of the confines of its tank, what was it looking for?",shark,A. sea world,B. tomales bay,C. great oceans,D. the key,E. tropical waters
1044,1044,2,Where do you find wild cats?,cat,A. trouble,B. dog's mouth,C. nature,D. floor,E. warm place
3025,3025,2,"The eloquent performance was stunning, it left everybody what?",eloquent,A. stuttering,B. stumbling,C. speechless,D. muttering,E. astounded
4048,4048,1,If you're using your reaching advantage on a high cliff what should you be careful not to do?,reaching advantage,A. better negotiating position,B. fall,C. victory,D. being ahead,E. eat
4782,4782,0,"A boss may like an employee's ambition, so the employee may get put what?",ambition,A. in charge of project,B. conquer opponent,C. go to school,D. begin work,E. webisode
2930,2930,2,"The person was trying to describe what makes a good movie, he liked all the little what?",person,A. mice,B. go home,C. details,D. witty,E. headache
2537,2537,3,"The nice lady nursed the injured and abandoned cat back to health, after recovery it went on to what?",cat,A. dog,B. see king,C. sun itself,D. live many years,E. meow
4123,4123,3,"If a person bought food from a grocery store, what will they do next?",person,A. will succeed,B. throw away,C. catch cold,D. bring home,E. own property
2116,2116,3,"Joe was gentle when he was setting the cup on the table, because it didn't want to make any what?",setting cup on table,A. distractions,B. water mark,C. put down,D. noise,E. picks up
2215,2215,0,What do people usually tie a ribbon around as a present?,ribbon,A. floral arrangement,B. girl's hair,C. box,D. car,E. typewriter
645,645,1,If you are driving too fast on an icy road you are being what?,driving,A. deadly,B. dangerous,C. unconcerned,D. stressful,E. harder when weather bad
1797,1797,0,What area is a human weasel likely to be found?,weasel,A. washington d.c,B. outside,C. chicken coop,D. congress,E. children's song
530,530,2,Where does someone lay with their leg elevated when it's broken?,leg,A. spinning wheel,B. on a ladder,C. hospital bed,D. legroom,E. grand piano
1396,1396,3,What relatively small area is known for its steakhouses?,steakhouse,A. maine,B. florida,C. arizona,D. kansas city,E. michigan
4829,4829,1,Where is a student likely to keep books?,books,A. table,B. backpack,C. shelf,D. floor,E. cabinet
4938,4938,2,"The person preferred going to the farmer's market over the grocery store, why?",person,A. acknowledgment,B. price,C. fresh produce,D. smooth skin,E. good credit
3389,3389,3,"A day didn't go by without somebody needing a saw, that's why everybody had their own at the what?",saw,A. toolbox,B. hospital,C. basement,D. logging camp,E. tool shed
1219,1219,4,After the sun has risen what happens at the end of the day?,rise,A. deep dive,B. fall,C. lower,D. below,E. sun set
1472,1472,4,Where can a shirt be found in a hotel room?,shirt,A. closet,B. drawer,C. garderobe,D. shelf,E. suitcase
3132,3132,2,Every person would get along in a what?,person,A. eat well,B. live comfortably,C. perfect world,D. fruit bowl,E. own house
3148,3148,1,WHere does someone sit in a chair to gossip?,chair,A. desk,B. friend's house,C. auditorium,D. synagogue,E. ocean
186,186,0,What does a chef do when working in the evening?,chef,A. cook dinner,B. study french cooking,C. taste sauce,D. prepare food,E. thin sauce
3129,3129,1,"She couldn't hide she liked the boy she was talking to, she had a constant what?",talking to,A. make eye contact,B. smile,C. another person,D. listening,E. compliment
4861,4861,0,A marmot is an animal that is normally found in what type of environment?,marmot,A. american forest,B. african desert,C. northern hemisphere,D. switzerland,E. northern climates
4076,4076,2,"The aggressive soldiers were getting drunk, what are they at they at risk of doing with the locals?",getting drunk,A. nausea,B. erections,C. fights,D. relaxation,E. procreation
3870,3870,0,"I only like fiction books, why should I read a non-fiction book?",book,A. knowledge,B. been printed new,C. many words,D. for fun,E. cover
987,987,4,What could happen to you after you see some beautiful clouds above you?,beautiful,A. plain,B. cold,C. dull,D. bad,E. wet
1853,1853,0,"The person forgot to put a lid on the garbage, raccoons knocked all of it out of the what?",garbage,A. container,B. composted,C. nice aroma,D. smell terrible,E. smells bad
2942,2942,2,Sam and June bought loose corn because it was less expensive than what other variety?,loose,A. footloose,B. bound,C. packaged,D. cobbed,E. compact
3394,3394,4,"After work and errands the mother just wanted some peace and quiet, she couldn't wait to just get where?",peace and quiet,A. sea,B. library,C. driveway,D. top of mountain,E. home
2528,2528,2,"After waiting in long lines at the airport he finally got to the ticket checker, he got out his billfold to show his ticket and what?",billfold,A. wallet,B. mans pocket,C. identification,D. money,E. hip pocket
3616,3616,2,"The person got called down as a contestant, he ran down the aisle very what?",person,A. successful in life,B. agitated,C. excited,D. eat every day,E. compliments
1767,1767,0,Where are you likely to find well stocked aisles?,aisle,A. supermarket,B. church,C. car wash,D. sanctuary,E. building
2069,2069,2,"After the magic show they returned to their hotel, there was lots to see where?",hotel,A. touristic area,B. different country,C. las vegas,D. resort,E. city
2757,2757,3,What will happen to you if your need is met?,need,A. unhappy,B. sufficient,C. wants,D. satisfied,E. unnecessary
773,773,3,Where would a restaurant put a candle?,candle,A. dimly lit room,B. kitchen,C. wall,D. table,E. birthday cake
347,347,2,Where would you get a bass clarinet to take home?,bass clarinet,A. orchestra,B. school band,C. music store,D. opera house,E. home
974,974,2,Who designs a building?,building,A. builders,B. driver,C. architect,D. fall down,E. tradesmen
1336,1336,4,Where would a woman keep a dollar bill?,dollar bill,A. wallet,B. pocket,C. mailbox,D. buy coke,E. purse
2909,2909,4,What is an object that is not used in a common room likely to be?,common,A. irregular,B. elite,C. rare,D. special,E. personal
1111,1111,1,If you stretch out your socks they will then have what kind of fit?,stretch,A. cramped,B. loose,C. contract,D. park,E. compressing
3290,3290,3,Where is someone likely to find a huge amount of text?,text,A. newspaper,B. writer's brain,C. own home,D. library,E. book store
2243,2243,3,Movies which contain unusual or unexpected events which are lighthearted in tone are trying to be what?,movies,A. clever,B. entertaining,C. watched by people,D. funny,E. excellent
389,389,2,What cuisine is joked about eating small dogs?,small dog,A. backpack,B. dog show,C. chinese food,D. french,E. good hands
3549,3549,4,Agreeing with someone who you have fun with can lead to what?,agreeing with,A. compliance,B. contract,C. harmony,D. employee,E. friendship
551,551,4,"The man was playfully wrestling with a woman he was enamored with, what was the physiological result?",wrestling,A. competition,B. blood,C. wins,D. medals,E. erections
4497,4497,0,Where is a dentist likely to be busy because of hockey?,dental office,A. minnesota,B. office building,C. city,D. street,E. fights
4321,4321,4,Where would a clock help you to know when something will get there?,clock,A. desk is incorrect one,B. desk,C. school room,D. department store,E. train station
582,582,3,Reading a newspaper gives you a what about local current events?,reading newspaper,A. get angry,B. concern,C. worrie,D. education,E. learning about world
2562,2562,2,"The tree had thousands of animals living in it, where was it located?",tree,A. back yard,B. university,C. rainforest,D. backyard,E. sea
97,97,3,A person lived in my what?,person,A. demonstration,B. conference,C. building,D. garage,E. mouth
4089,4089,1,Where does someone with a signature rubber stamp work?,rubber stamp,A. made,B. office,C. craft store,D. indiana,E. art class
4170,4170,2,The man and the woman chipped the wood for their garden and then did what to it?,wood,A. warp,B. sanded,C. composted,D. petrify,E. feel rough
900,900,3,What is the purpose of the cabin in an airplane?,airplanes,A. crash,B. living,C. slow down,D. carry people,E. speed up
3377,3377,2,"After being in a hospital for weeks and breathing fresh air finally, what happened to the released patient?",breathing fresh air,A. cheer,B. relaxation,C. feel better,D. silence,E. coughing
2128,2128,0,Where is a corner shop selling derby souvenirs likely to be?,corner shop,A. kentucky,B. england,C. india,D. iowa,E. town
3902,3902,2,If someone is a gentleman in a professional setting what would he wear?,gentleman,A. tshirt,B. europe,C. suit,D. club,E. church
2962,2962,3,Animals do what from birth to death?,animals,A. fight each other,B. need to eat,C. drink water,D. live lives,E. feel pain
963,963,1,"The explorers found a central passage, much to their delight it led straight to the ancient buried what?",central passage,A. public building,B. tomb,C. arena,D. large building,E. treasure
747,747,3,"The children saw superman fly overhead, what did they exclaim as a result?",children,A. ouch,B. skip,C. enjoyed,D. awesome,E. watch television
1635,1635,2,"If a person has clean laundry in the basement, what will they have to do in order to put it away in the bedroom?",person,A. die at home,B. cross street,C. climb stairs,D. make dinner,E. love objects
3614,3614,0,What may you feel after standing in line for a long time and not getting what you were after?,standing in line,A. frustration,B. order,C. pain,D. fatigue,E. disappointed
229,229,1,Where is microphone boom likely to be used to record an album?,microphone boom,A. radio station,B. recording studio,C. concert,D. tv studio,E. new york
1685,1685,2,"When you want to get the skin off of an apple, you do what to it?",apples,A. seeds inside,B. stems,C. peel,D. grocery store,E. green market
3641,3641,1,Why do people eat food even when they do not lke to?,food,A. cooking takes a while,B. necessary to live,C. edible,D. kitchen,E. unhealthy
2673,2673,2,Where would you store potatoes for the winter?,potatoes,A. countryside,B. sliced,C. cellar,D. restaurant,E. fried
2525,2525,3,"The astronauts were trying to figure out how to get to the moon, where did they have to pas through first?",moon,A. night sky,B. universe,C. atmosphere,D. outer space,E. air
2003,2003,1,Where would a gazelle like to run?,gazelle,A. uphill,B. open field,C. asia,D. encyclopedia,E. steppe
3559,3559,4,Where is there likely to be a pool near your own home?,pool,A. backyard,B. ymca,C. at hotel,D. waterfall,E. neighbor's house
1970,1970,1,"Jeremy is mastering a music scale, where should he find books on the matter?",scale,A. post office,B. music store,C. assay office,D. butcher shop,E. doctor's office
2823,2823,2,What dwelling might one take a bowl to after buying it?,bowl,A. restaurant,B. grave yard,C. apartment,D. cupboard,E. refrigerator
2063,2063,1,Sally noticed that the sword was straight.  She wanted one with a different type of blade. What type of sword did she want?,straight,A. crooked,B. curved,C. bent,D. straightforth,E. broken
3932,3932,3,Where is the principal's office?,office,A. hallway,B. work,C. city,D. school building,E. skyscraper
937,937,2,The crowd wasn't that big.  It can better be described as what?,crowd,A. field,B. alone,C. small group,D. solitude,E. solitary
1159,1159,2,"John was a servant, but he was paid for his work.  What was he?",servant,A. in charge,B. boss,C. free person,D. queen,E. lord
2039,2039,0,"After the windstorm it needed replacing, he decided to get a heavier tile what?",tile,A. roof,B. home,C. fabric,D. floor,E. computer game
3183,3183,4,What are humans doing when they have offspring?,humans,A. regret,B. drive cars,C. hear sounds,D. make mistakes,E. reproduce
2195,2195,4,"Someone left their shopping bag behind when they grabbed a bit to eat, where is the bag likely?",shopping bag,A. atlantis,B. retail store,C. closet,D. grocery store,E. restaurant
2567,2567,4,Where would acrobats sometimes use a launching platform when they perform?,launching platform,A. lunch room,B. cape canaveral florida,C. space station,D. aircraft carrier,E. circus
1527,1527,4,If competing with others what emotion is useful for getting an advantage?,competing,A. stress,B. anger,C. pumped,D. defeat,E. aggression
3892,3892,1,Where is the best place to store the title to you car or deed to your home?,title,A. magazine article,B. safe deposit box,C. glove box,D. library,E. book
2297,2297,0,"After getting a divorce, what is your marital status?",getting divorce,A. being single,B. stressful,C. emotional distress,D. anguish,E. bad feelings
3346,3346,2,What might lock after someone drives in?,lock,A. mouths,B. doorknob,C. gate,D. entrance,E. front door
458,458,4,What is another term for instituting civil action?,instituting civil action,A. confusion,B. complications,C. riot,D. arrest,E. protests
4144,4144,3,Where is a marmot likely to live?,marmot,A. outdoors,B. american forest,C. jungle,D. northern climates,E. switzerland
4514,4514,0,Sam would cry when he watched Old Yeller.  The movie was what?,cry,A. were sad,B. distraught,C. unhappy,D. release tension and anxiety,E. miserable
3100,3100,1,What passes between the point of one destination to another?,going somewhere,A. relaxation,B. elapsed time,C. obstacle,D. uneasiness,E. movement
2489,2489,0,I'm getting warm because I increased the thermostat in my bedroom.  What might I be doing soon?,getting warm,A. feeling comfortable,B. overheat,C. increase of temperature,D. pleasure,E. starting fire
2284,2284,4,If you have a punishing work schedule what may you experience?,punishing,A. hatred,B. heart attack,C. resentment,D. feel guilty,E. stress
838,838,0,What would humans do when their legs are tired?,humans,A. sit down,B. make mistakes,C. have sex,D. reproduce,E. excrete
4815,4815,2,"The entrance hall had the host standing inside, what was the host?",entrance hall,A. palace,B. school,C. person,D. yoda,E. house
3528,3528,1,"John was an important person, but when wronged he could be what?",important,A. trivial,B. petty,C. slight,D. negligible,E. impoite
246,246,1,"The woman picked from an apple tree while surrounded by other trees, where was she?",apple tree,A. illinois,B. woods,C. new york,D. indiana,E. farmer's market
3766,3766,0,What is the payment collected on a toll road designed to do to the condition of roads?,toll road,A. good repair,B. new jersey,C. eastern united states,D. connecticut,E. potholes
3993,3993,0,"Sam thought that it was beautiful outside, even though it was what?",beautiful,A. rainy,B. repulsive,C. unbeautiful,D. horrible,E. bad
1088,1088,3,What causes someone to laugh from something surprising?,surprising,A. fight,B. accidents,C. bad news,D. funny,E. frightened
1469,1469,1,Beautiful lightning strikes happen on what kind of day?,beautiful,A. november,B. rainy,C. dull,D. wet,E. average
2156,2156,3,What is water to someone?,water,A. dangerous,B. blue,C. toxic,D. important,E. surface of earth
2065,2065,0,"Some people like to live life fast, they participate in activities that can what?",life,A. cause death,B. spring forth,C. last 100 years,D. created,E. end
3399,3399,3,What is a synonym for faith?,faith,A. trust,B. move mountains,C. uplift,D. belief,E. experience
880,880,2,"The wind tore off the shingles, what was the wind like?",wind,A. dry hair,B. spreading,C. blowing hard,D. change direction,E. wave wheat
4502,4502,4,What is someone likely to feel while going into a trance?,going into trance,A. sleepwalking,B. memory loss,C. hypnotized,D. confusion,E. peacefulness
1663,1663,3,Where might a television used at night be?,television,A. cabinet,B. house,C. apartment,D. bedroom,E. woods
3301,3301,2,Most people would think killing people is what kind of act?,killing people,A. going to jail,B. joy,C. terrible,D. mistake,E. murder
2779,2779,4,"As the man descended the mountains into the marsh, where was he?",marsh,A. louisiana,B. florida,C. everglades,D. field,E. low lands
132,132,1,"The new play was the go to performance of the year, all the crowds would stand and what?",go to performance,A. admiration,B. applaud,C. make reservations,D. experience,E. sleep
3461,3461,3,What's a bad thing people do?,people,A. make friends,B. learn from each other,C. stand upright,D. use drugs,E. donate to charity
331,331,1,When he touched the exposed wire he shouldn't have found it surprising that he got what?,surprising,A. see work,B. shocked,C. humor,D. startled,E. funny
674,674,3,If you socialize by having trivial conversations it is called what?,socialize,A. make friends,B. mingle,C. meet people,D. small talk,E. meet new people
1348,1348,2,Where will someone go for killing?,killing,A. investigation,B. court,C. going to jail,D. dies,E. death of
1364,1364,1,What is a train-related expression for exhaustion?,exhaustion,A. have rest,B. run out of steam,C. go to sleep,D. tuckered out,E. stay in bed
2326,2326,0,Joe had a key to a rented locker at what type of place?,key,A. bus depot,B. at hotel,C. own home,D. pocket,E. idea
343,343,2,"The person knew the police were after him, so what did he do?",person,A. the sun,B. catch cold,C. prepare to go,D. feel humiliated,E. hunt for food
2696,2696,0,"If people practice groovy moves, what is the end result for them?",people,A. dance well,B. drive better,C. talk to each other,D. like ice cream,E. lower expectations
