,Unnamed: 0,label,sent1,sent2,ending0,ending1,ending2,ending3,ending4
3410,3410,2,What floral area is a monument usually placed in?,monument,A. public growth areas,B. state park,C. public gardens,D. municipal park,E. cemetary
544,544,4,"We were having a canned food drive and I needed to pick up some contributions, where did I go?",canned food,A. shelf,B. cellar,C. refrigerator,D. cupboard,E. grocery store
1761,1761,0,A small dog lived with a a woman who loved him. Where might he have lived?,small dog,A. person's house,B. dog house,C. canada,D. illinois,E. basket
4509,4509,1,What could happen to your shoes if you are going for run?,going for run,A. lose your laces,B. getting hot,C. feeling tired,D. working out,E. lack of energy
2321,2321,0,What does a Christian do when they get what they needed?,person,A. thank god,B. cross street,C. give thanks,D. promise to do,E. catch cold
2547,2547,3,What geological feature is made mostly of rock?,rock,A. countryside,B. ground,C. street,D. mountain range,E. bridge
1488,1488,3,After checking in at the ticket office the couple entered their prom in the school's what?,ticket office,A. movie theaters,B. end of line,C. football field,D. auditorium,E. opera house
3556,3556,3,"Horses are big animals that get a lot of exercise.  Because he this, they need to do what?",horse,A. run quickly,B. pull wagon,C. go away,D. drink water,E. eat carrots
1202,1202,4,James put a blanket on the floor to cover the burn marks.  Where might he have gotten the blanket from?,floor,A. synagogue,B. table,C. carpet,D. general store,E. bed
2527,2527,4,"It was t he biggest concert in town, there wasn't an empty seat in the what?",seat,A. theatre,B. building,C. show,D. airplane,E. auditorium
1072,1072,1,What kind of class uses a triangle?,triangle,A. mathematics,B. geometry,C. math class,D. math book,E. university
2304,2304,2,In a court what group passes a sentence?,pass sentence,A. sure,B. arrive at conviction,C. on jury,D. judgemental,E. mom
1951,1951,2,"If you've ended your visit with someone, what happens next?",person,A. thank god,B. turn around,C. walk away,D. work hard,E. explode
3702,3702,3,What might cause boredom?,boredom,A. funny,B. learn new,C. see new,D. play chess,E. surf net
358,358,0,"When he was a small child he called the giraffe mascot a cow, it was a fond memory of the now defunct what?",cow,A. toy store,B. story book,C. great outdoors,D. countryside,E. wildlife refuge
4207,4207,3,Why would a band be performing in front of a large number of people?,band,A. blaring,B. record album,C. alarm,D. play music,E. include drummer
3314,3314,1,"A man wanted to find the United States on a visual, where should he look?",united states,A. history book,B. atlas,C. tv channels,D. northern hemisphere,E. map
1861,1861,1,"Other than water, sugar is the main ingredient in what?",sugar,A. candy bar,B. soda pop,C. coffee,D. tea,E. cupboard
2752,2752,4,What are people more likely to do when they drink alcohol at a bar?,alcohol,A. dance,B. become inebriated,C. urinate,D. sleep at night,E. socialize
2667,2667,3,"The car hit the curb at high speed, what happened as a result?",car,A. go downtown,B. roll over,C. appear suddenly,D. bottom out,E. dissappeared
265,265,4,"The dog ran to the front window and barked, this is because of a presence at the what?",window,A. building,B. friend's house,C. classroom,D. window,E. front door
2803,2803,0,Why would someone think about getting wet in the summer?,getting wet,A. cool off,B. to have fun,C. shrinkage,D. shrinking,E. get cold
1103,1103,1,The video game featured an anger bar that you charged up to more easily do what?,anger,A. illustrate point,B. destroy enemy,C. cool off,D. write letter,E. get drunk
4260,4260,3,Where can you see a mountain in your own home?,mountain,A. park,B. switzerland,C. pennsylvania,D. picture,E. canada
3423,3423,2,What happens when glass has been hit?,glass,A. melted,B. break easily,C. shattering,D. hold water,E. many different colors
3992,3992,0,What happens to the person that is well known for frequent farting?,farting,A. social ostracism,B. evil,C. loud noise,D. bad smell,E. stinking
1415,1415,2,What causes meeting people to be preceded by meditation?,meeting people,A. being bored,B. panic attack,C. anxiety,D. making new friends,E. love
2860,2860,1,From what country is the fox?,fox,A. rural area,B. england,C. mountains,D. hen house,E. united states
2401,2401,4,Cats always tickle me with their?,cats,A. purring,B. four paws,C. four legs,D. two eyes,E. whiskers
2114,2114,1,Why is a person likely to stop eating hamburger and save the rest for later?,eating hamburger,A. sadness,B. being full,C. heartburn,D. food poisoning,E. death
697,697,1,Where would you find a desk normally occupied by a young person?,desk,A. office building,B. schoolroom,C. library,D. bedroom,E. gym
2903,2903,2,Where can someone enjoy ice cream in the dark?,ice cream,A. party,B. bedroom,C. movie,D. freezer,E. disneyland
1642,1642,4,Where could you find thousands or millions of office?,office,A. zoo,B. work,C. school building,D. public building,E. city
1881,1881,0,Billy bought some silk clothing for his wife.  What might he have gotten?,silk,A. nightgown,B. expensive clothing,C. chinatown,D. garments,E. sexy
3942,3942,1,What kind of store has jewelry and clothing?,jewelry,A. suitcase,B. department store,C. safe deposit box,D. ring box,E. vault
346,346,1,"In the movie a fragile man is causing accidents, his hope is to find a person opposite of him who is what?",fragile,A. undestroyable,B. unbreakable,C. indestructible,D. durable,E. invisible
4860,4860,4,"The IMAX screen was even bigger than he imagined, it was so big he felt outdoors rather than in a what?",screen,A. drive in movie,B. monitor,C. movies,D. home,E. theatre
723,723,1,"james loved the stars.  In the wilderness, they lit up what?",stars,A. outer space,B. night sky,C. universe,D. orbit,E. the ground
4783,4783,2,"If you're running twenty six miles you need to be careful, you should make sure you do what throughout the run?",running twenty six miles,A. collapse,B. sweat,C. drink water,D. rest,E. pace yourself
3260,3260,1,"On a rainy day, Bill likes to do creative things.  He loves to taste things.  He tries his hand on a rainy day. What might he do?",rainy day,A. enjoy film,B. make bread,C. go to the gym,D. stay in bed,E. write
3187,3187,2,Where in a house would a table be most likely placed?,table,A. living room,B. kitchen,C. dining room,D. conference,E. demonstration
2944,2944,3,Why do people participate in exercising?,exercising,A. tiredness,B. exhaustion,C. get sick,D. become stronger,E. use energy
4784,4784,0,"The monkey realized he was surrounded by water, where was the monkey?",monkey,A. madagascar,B. rain forest,C. captivity,D. on a tree,E. french government
4810,4810,3,When a pillowcase is on a pillow where will it be?,pillowcase,A. linen cupboard,B. allen key,C. linen closet,D. bedroom,E. coverning pillow
4677,4677,1,What meal usually has carrots and mostly leafy vegetables?,carrots,A. cellar,B. salad,C. store,D. refrigerator,E. soup
1994,1994,0,Where is a mouse likely to enter a house?,mouse,A. garage,B. cupboard,C. kitchen,D. sewer,E. attic
2656,2656,3,What place could you go to and find an apple tree there?,apple tree,A. washington state,B. paradise,C. farm,D. south africa,E. dirt
3345,3345,0,What happens when someone trips when going for run?,going for run,A. falling down,B. sweating,C. get tired,D. flying,E. working out
2623,2623,3,Expressing yourself in public without wearing pants will likely result in what?,expressing yourself,A. happiness,B. blank stares,C. communication,D. getting arrested,E. stage fright
349,349,0,"Mary wasn't familiar with James, so she wasn't comfortable speaking with him. How might she come off?",familiar,A. cold,B. unfamiliar,C. unknown,D. unacquainted,E. shy
661,661,2,Where would you see a performer at a gathering of you friends?,performer,A. cinema,B. opera,C. party,D. stage,E. dance
4940,4940,0,Where is bacteria likely to be found naturally?,bacteria,A. ground,B. petri dish,C. water,D. lake,E. toilet bowl
539,539,3,"The shelf was showing signs of instability, what should the carpenter fix to avoid any issues?",shelf,A. roof,B. corner,C. school building,D. wall,E. cupboard
2365,2365,3,"Rather than fly out for his vacation he decided to take bus, this was a great way of what?",take bus,A. sitting down,B. making soup,C. live near bus stop,D. saving money,E. sit down
4496,4496,4,"The jury deliberated for hours, the choice of passing sentence required them to make a what?",passing sentence,A. court house,B. go to jail,C. death,D. appeals,E. judgement
440,440,2,James lived in the top of a tall tower.  He could see clouds when he looked out his window.  Where might he live?,tower,A. in books,B. radio station,C. city,D. tower,E. medieval castle
2170,2170,1,If your opponents in a marathon is very fast it is easy to fall what?,fast,A. lightly,B. behind,C. train,D. slowly,E. sitfast
1207,1207,4,How does a meteor travel around galactic objects?,meteor,A. sky,B. outerspace,C. universe,D. in a vacuum,E. orbit
386,386,1,Lindy was a senior.  He lived with his children because he didn't want to go where?,senior,A. republican party,B. old people's home,C. office,D. park,E. high school or college
1075,1075,3,The product was not meant to be sold.  What was it for?,product,A. shelf,B. cost one dollar,C. breaking,D. demonstration,E. store
405,405,2,"If I have a vintage, decorative light source in my possession, what is it likely to be?",light source,A. sun,B. sky,C. candle,D. house,E. lamp
2490,2490,4,"Sterotypically, people read the newspaper with their family early in the morning.  What is something else that people also do with their family when they first wake up?",reading newspaper,A. aggravation,B. go  for a walk,C. zip cup of tea,D. drink coffee,E. eat breakfast
804,804,2,What kind of people will someone who is in charge of project look for?,in charge of project,A. greedy,B. worry,C. have knowledge,D. take charge,E. boss
4484,4484,3,"The ranch house was built outside of Butte, where was it located?",ranch house,A. countryside,B. neighborhood,C. desert,D. montana,E. subdivision
2050,2050,4,Joe hated taking phone calls during lunch.  He found anything that interrupted his meal to be a what?,taking phone call,A. decisions,B. delight,C. communication,D. regret,E. irritation
4933,4933,2,What benefit can you get from watch tv?,watch tv,A. have tv,B. distraction,C. learn,D. fall asleep,E. sitting
2959,2959,3,John refused to sleep because of Freddy.   Nothing can hurt you as long as you do what?,sleep,A. vacuuming,B. being awake,C. wakefulness,D. stay awake,E. entertainment
1474,1474,0,Where can I drink beer or any other alcoholic beverage?,beer,A. bar,B. vending machine,C. bottle,D. refrigerator,E. hockey game
3490,3490,4,What would someone be if he or she killed the biggest amount of people?,biggest,A. effusive,B. enabled,C. accidental,D. asomatous,E. detestable
1456,1456,0,The animals all knew the importants of fluids.  They also knew what was safe to do what?,animals,A. drink,B. feel pain,C. bite,D. fly,E. gay
4380,4380,0,"To avoid problems when going somewhere, whats a crucial step you should take?",go somewhere,A. plan ahead,B. find out where,C. highway,D. know where to go,E. get going
409,409,1,"He was good at traditional science but excelled at social science, his favorite subject was what?",science,A. geography,B. history studies,C. math,D. religion,E. dancing
3994,3994,4,"He was learning about the use of color and all their tints, and even how to use what technique?",color,A. black white,B. old timey,C. white black,D. dark,E. monochromatic
3172,3172,3,The trim made a good line between the floor and the what?,floor,A. obesity,B. desk,C. sky,D. wall,E. ceiling
3458,3458,2,"They weren't quite south of the border but close enough, after seeing some Navy ships they had dinner at an authentic mexican restaurant where?",mexican restaurant,A. burrito,B. mexico,C. san diego,D. atmosphere,E. city
3799,3799,0,What is an important part of living that people often forget to do?,living,A. trying to stay happy,B. fall in love,C. doing sport,D. die,E. seeing
1460,1460,2,What might someone do too much  of if they are experiencing stress?,stress,A. clean house,B. use drugs,C. drink alcohol,D. hang out at bar,E. dream
4093,4093,0,John looked for shade but couldn't find any. Where might be be?,shade,A. sunny place,B. summer,C. direct sunlight,D. bright sunshine,E. full sunlight
3193,3193,4,"Several other people were standing around James.  They were jumping up and down, screaming loudly, and banging their heads.  Where might James have been?",other people,A. water,B. in class,C. meeting,D. mall,E. concert
4845,4845,2,"John's router kept going to sleep.  This made his internet searches much slower, because it increased this. What is this?",going to sleep,A. response time,B. miss work,C. latency,D. not awake,E. loss of consciousness
419,419,3,"The sample needed to be pure, but the lab assistant got it what?",pure,A. corrupt,B. applied,C. dirty,D. contaminated,E. fresh
3899,3899,1,What does a projectile pass through?,projectile,A. battle field,B. air,C. gun,D. weapon,E. baseball
617,617,3,"The child really wanted to teach his grandpa to read, he thought it was wrong that he had spent his whole life what?",read,A. ignore,B. write,C. learn new things,D. illiterate,E. having fun
4516,4516,0,"He was very formal when talking to others, he always maintained an effort to what?",talking to,A. make eye contact,B. language,C. listening,D. compliment,E. smile
662,662,4,Where is a road known as a motorway?,motorway,A. scotland,B. europe,C. race track,D. new jersey,E. england
4800,4800,3,Where could there be a cloud?,cloud,A. air,B. night or day,C. weather report,D. atmosphere,E. above rain
1723,1723,0,What negative thing might someone experience if they spend time learning about a subject that is very complex and difficult?,learning about subject,A. headache,B. gain knowledge,C. elation,D. advance,E. aids
583,583,2,"The lady was doing a one man show of her tell story, when the show began she did what?",tell story,A. persuade,B. slept,C. take center stage,D. challenge,E. speak clearly
4758,4758,0,Jane is contemplating  taking a break. She hurts and she is tired.  What does she need?,contemplating,A. relaxation,B. adventure,C. headache,D. deciding,E. revelations
2794,2794,3,What do you receive a new credit card in?,credit card,A. wallet,B. resturant,C. wallet,D. envelope,E. purse
3734,3734,2,"James enjoyed playing games, but he didn't like games that lacked safety.  He was afraid of potential what?",playing games,A. enjoyment,B. excitement,C. loss of life,D. have fun,E. happiness
2919,2919,3,What will you do if you do not turn and you do not move either?,turn,A. twist,B. going straight,C. twist,D. stand still,E. go straight
425,425,4,What often happens after a long day of traveling?,traveling,A. sickness,B. motion sickness,C. relocation,D. jet lag,E. fatigue
2118,2118,1,"Even if not all events are enjoyable, what is a person traveling to many different places likely to have?",person,A. lots of tickets,B. interesting experiences,C. compliments,D. feel pleasure,E. look attractive
2978,2978,4,Where could you find passengers that are planning to travel to another continent?,passengers,A. car,B. bus depot,C. bus stop,D. library,E. airport
2174,2174,4,"He was a great man, because of this he had to keep the hair of his what trimmed?",hair,A. dog,B. barber shop,C. mammals,D. person's head,E. moustache
416,416,1,"The gambler had been winning a lot, he wisely decided to what?",winning,A. matchwinning,B. cash in,C. compete,D. return,E. celebrate
1443,1443,3,Where can you take your kids to buy things for them to play with?,kids,A. disneyland,B. jungle,C. swimming pool,D. toy store,E. home
4053,4053,1,Greed will cause a real estate agent to do what in order to sell a house?,greed,A. succeed,B. lie,C. cause business profits,D. buy food,E. get
3343,3343,1,Why is it difficult to tell what the weather might do sometimes?,weather,A. clear,B. unpredictable,C. important to farmers,D. hot or cold,E. mild
3967,3967,0,Where does a potato enlarge?,potato,A. garden patch,B. ireland,C. vegetable stew,D. grocery store,E. optical device
3787,3787,3,What is a student encouraged to do as they mature?,student,A. wait in line,B. do extra credit,C. cross road,D. think for himself,E. study book
627,627,4,When we are thankful for getting something what do we do?,getting,A. say thank,B. smile,C. looking for,D. get more,E. show appreciation
1353,1353,0,James owned a historic deli.  It had some protections that helped him keep it open.  It was an important landmark where?,deli,A. new york city,B. indianapolis,C. office building,D. shopping center,E. strip mall
1697,1697,2,"When you love someone, what will that person most likely do?",love,A. give money,B. cost nothing,C. bring joy,D. last forever,E. hurt
3591,3591,0,"The mammoth has often been considered for cloning, if this happened it would would make it no longer just what?",mammoth,A. ancient history,B. recent,C. stone age,D. storybook,E. ancient times
3564,3564,3,"At reception desk John asked  to see a person who was helping him make a sale.  Lilly came out immediately and took him back to her space, and talked to him about his needs.  He said that he was willing to lower the price to 80,000 if it would sale faster.  Where might John be?",reception desk,A. large office,B. at hotel,C. building,D. real estate office,E. store room
3,3,3,Google Maps and other highway and street GPS services have replaced what?,highway,A. united states,B. mexico,C. countryside,D. atlas,E. oceans
3074,3074,3,"When they got a divorce, they stopped talking to each other, so what did they have?",getting divorce,A. richer,B. depression,C. meloncoly,D. bad feelings,E. emotional distress
172,172,1,What could you add a line to?,line,A. bus stop,B. graph,C. post office,D. grass,E. play
2618,2618,1,"The had a tough day and wanted to imbibe on a spirit, where should he go?",spirit,A. graveyard,B. bar,C. human being,D. paradise,E. cemetary
2402,2402,4,What do all people have at first but later might not have?,all people,A. mentality,B. feelings,C. muscles,D. brains,E. parents
3096,3096,3,If friends comment on the condition of your living space what should you do?,friends,A. socialize,B. go somewhere,C. go to the store,D. clean room,E. going out at night
1695,1695,2,"While her husband golfed the wife preferred the tennis court, they were both happy with their membership where?",tennis court,A. school,B. park,C. country club,D. wimbledon,E. health club
76,76,0,"The man went to clown college, he had always want to run away with the what?",clown,A. circus,B. carnival,C. surprise,D. spoons,E. party
1809,1809,0,"The barn was torn to shreds and all the pieces of board became one projectile after another flying through the air, it was a powerful what?",projectile,A. tornado,B. weapon,C. baseball,D. air,E. canon
614,614,1,Where did the person have to walk downstairs to get the tool?,tool,A. hardware store,B. basement,C. garage,D. repair shop,E. the library.
567,567,1,"The crab was scuttling but strained when he moved, what was impeding him?",crab,A. tide pool,B. beach sand,C. tidepools,D. current,E. cooking pot
1925,1925,0,What city is likely to have many Mexican restaurants?,mexican restaurant,A. san diego,B. atmosphere,C. southern california,D. mexico,E. alabama
3289,3289,0,What do you need to write a letter?,write,A. have paper,B. literate,C. not give up,D. move fingers,E. to keep warm
1477,1477,4,What did the friendly man do when meeting knew people to show he was happy?,meeting people,A. say hello,B. start a conversation,C. introducing yourself,D. shake hands,E. smiling
1245,1245,3,What would I do if I was being attacked?,kill,A. stay alive,B. get rid of,C. attacked,D. defend yourself,E. fall down
3978,3978,3,"If I run a long time, I run the risk of what?",run,A. marathon,B. may fall,C. fall down,D. exhaustion,E. sweat
4992,4992,2,The general decided to take to the only hill overlooking the field of battle that was entirely what?,hill,A. mountain,B. flat land,C. flat ground,D. won,E. pit
2725,2725,4,"James loves judging things, but all he has to go on is his own what?",judging,A. misperception,B. jury,C. knowing yourself,D. ignorance,E. experience
1743,1743,3,"John cared for Sally, but Sally couldn't return his feelings. She only felt what?",care,A. unfeeling,B. being mean,C. field,D. disinterest,E. negligence
3021,3021,0,Where are files likely to be hanging?,file,A. filing cabinet,B. tree,C. suitcase,D. computer,E. desk drawer
239,239,1,To properly instruct children attending school you would need a great deal of what?,attending school,A. boredom,B. patience,C. time,D. teachers,E. inspiration
1921,1921,3,What is likely to happen if humans act carelessly?,humans,A. sit down,B. war,C. reproduce,D. make mistakes,E. have sex
1215,1215,3,A wind from the east is often referred to as a what kind of wind?,east,A. north,B. westward,C. western,D. westerly,E. eastside
744,744,2,Learning usually leads to greater what?,learning,A. get to know,B. gain knowledge,C. intelligence,D. education,E. gaining knowledge
3847,3847,0,Where would you put onions right before chopping them?,onions,A. table,B. pantry,C. refrigerator,D. pizza,E. front porch
735,735,4,"The star had 4 rocky planets and 4 gaseous planets orbiting it, what was it part of",star,A. hollywood,B. night sky,C. constellation,D. aliens,E. solar system
765,765,2,He curled up and tried to fall on his shoulder so his arm or what wouldn't take the hit?,shoulder,A. leg,B. garment,C. torso,D. body,E. road
1335,1335,3,Where can you buy grapes directly from their growers?,grape,A. grocery cart,B. kitchen,C. fridge,D. fruit market,E. super market
2014,2014,2,Where does litter land when you throw it away?,litter,A. street corner,B. midair,C. ground,D. bus,E. roadsides
1514,1514,1,"They were all sitting down and getting comfortable, this doesn't always necessarily require a what?",sitting down,A. legs,B. chair,C. laziness,D. floor,E. sit on
2789,2789,2,What must one be careful about when learning about science?,learning about science,A. become educated,B. frustration,C. accidents,D. smiles,E. basketball
2616,2616,3,They came to an amiable solution to their rather what problem?,amiable,A. amiability,B. disagreeable,C. amiably,D. unpleasant,E. ungracious
2030,2030,2,How can students be social when completing assignments?,students,A. arm wrestle,B. study philosophy,C. study together,D. further education,E. read books
1968,1968,4,Where can you put your plants to make sure they get plenty of sunlight?,plants,A. roof,B. ground,C. park,D. surface of earth,E. windowsill
3491,3491,4,James searched his hotel for the return ticket.  He needed to find it before he left for where?,return ticket,A. home,B. tickets,C. pocket,D. plane,E. airport
4767,4767,2,What is a landscape gardner likely to do?,gardner,A. water lawn,B. water plants,C. plant trees,D. garden roses,E. playing on ground
1634,1634,3,"The children all got their shot to become actors, the school was putting on a what?",actors,A. movies,B. television,C. fancy dress,D. play,E. show
4944,4944,0,"The signs went from English to French, they had traveled far along the national highway where?",national highway,A. canada,B. major cities,C. africa,D. united states,E. atlas
4752,4752,4,How might someone feel if they spend time learning about a subject they're very passionate?,learning about subject,A. headache,B. advance,C. gain knowledge,D. form opinions,E. elation
1241,1241,1,"The man became more efficient at his work, he learned shortcuts to copy and what?",copy,A. soft copy,B. paste,C. unique,D. ocean,E. creation
3382,3382,2,how is a Christian likely to feel about their death?,christian,A. believe in jesus christ,B. forlorn,C. reconciled,D. go astray,E. live forever
2188,2188,0,"After studying many self-help books, what did he feel in his heart?",studying,A. inspiration,B. dreams,C. more intelligence,D. understanding,E. knowing more
4931,4931,0,"If I was a christian in American in the 1700s, what did I do to Britain?",christian,A. rebel,B. fail,C. obey,D. stumble,E. believe in jesus christ
2594,2594,2,What can you use to plan your route when driving to the pacific ocean?,pacific ocean,A. drawings,B. san francisco bay,C. atlas,D. west,E. southern hemisphere
283,283,0,Where would a special ficus be found?,ficus,A. botanical garden,B. doctor's office,C. in a sea,D. public place,E. arboretum
1578,1578,4,"The teacher could write off paper clips, this was because they were necessary for her what?",paper clips,A. drawer,B. fashioned into simple tools,C. desktop,D. university,E. work
2459,2459,2,Where are you likely to see more than one office building?,office building,A. work,B. industrial complex,C. city,D. new york,E. suburbia
4472,4472,2,What is someone likely to call a bazaar in the US?,bazaar,A. asia,B. india,C. festival,D. arabia,E. istanbul
2535,2535,3,What do you have to pay when you are getting paid?,getting paid,A. paying bills,B. you have to pay your debts,C. satisfaction,D. income tax,E. sorrow
2605,2605,3,"Some do not enjoy getting drunk, it gives them what?",getting drunk,A. intoxication,B. relaxation,C. fights,D. nausea,E. death
4426,4426,3,What lawn is most likely to be on a street?,lawn,A. green yard,B. suburbia,C. golf course,D. front yard,E. michigan
3320,3320,0,"The graveyard was zoned by the pastor, where was it located?",graveyard,A. church property,B. every town,C. church grounds,D. cattle yard.,E. arlington
1677,1677,1,What material would you put on the walls and floor in a shower?,tile,A. home,B. shower,C. room,D. tiles,E. roof
3753,3753,0,What often goes under furniture?,furniture,A. rug,B. store,C. room,D. bathtub,E. loft
4408,4408,1,"If people are looking for fun in the summertime, where's one good place for them to go?",people,A. confession,B. carnival,C. meetings,D. state park,E. supermarket
3995,3995,4,Where do airplanes usually go?,airplanes,A. war,B. aircraft carrier,C. crash,D. taxi,E. sky
4740,4740,0,What do you need to do on your face to watch film?,watch film,A. open eyes,B. wear glasses,C. go to movies,D. have eyes,E. relax
1042,1042,4,Where would an automobile drive in order to get somewhere quicker?,automobile,A. side of road,B. parking garage,C. street,D. garage,E. fast lane
1510,1510,0,What form of government is most associated with kingdoms?,kingdom,A. monarchy,B. ruled by government,C. europe,D. book,E. king
4624,4624,4,What is a place with only one telephone book that many people can use?,telephone book,A. desk,B. house,C. at hotel,D. bedroom,E. library
1333,1333,4,Almost everyone who has been driving a car has seen or been in a what?,driving car,A. getting tired,B. go somewhere,C. water pollute,D. backache,E. automobile accidents
4230,4230,4,Learning about science can cause what emotion?,learning about science,A. smiles,B. feeling hot,C. invent,D. excitement,E. frustration
2648,2648,4,After hitting the bootle all night what would come to me the next day,hitting bottle,A. drunkenness,B. misery,C. alcoholism,D. nausea,E. hangover
1296,1296,0,Billy found himself agreeing with Dan. They knew each other since childhood.  They didn't need what to make an agreement?,agreeing with,A. contract,B. friendship,C. harmony,D. compliance,E. death threats
745,745,0,"The artist knew that this was the peak of his fandom, so he decided it was time for cashing in by doing what?",cashing in,A. selling out,B. happy,C. fishing,D. receiving money,E. getting paid
3871,3871,2,Where would you be most likely to see a cow?,cow,A. road,B. slaughter house,C. ranch,D. switzerland,E. tennessee
1198,1198,0,"James wanted a hot tub just like the one at the spa he visited, but he didn't want anyone to know about it.  He was afraid that if the neighbors knew, they'd all want to use it, and it would turn his house into what?",spa,A. country club,B. health centre,C. hospital,D. backyard,E. resort
2349,2349,0,Where do people go to pray?,pray,A. go to church,B. kneel,C. ground,D. ignorance,E. speak to god
2167,2167,2,"She was known for be soft and sensitive, but when all their wills were tested she was the only one who stood what?",sensitive,A. non sensitive,B. resistant,C. stoic,D. hardened,E. uncaring
4458,4458,3,Round bread covered with cheese and pepperoni comes out of an oven at what sort of eatery?,oven,A. restaurant,B. prison,C. refrigerator,D. pizza place,E. own home
2849,2849,4,"She wants authentic barbecue while visiting southeast Michigan, where should she look?",barbecue,A. retail store,B. garage,C. australia,D. park,E. detroit
1116,1116,1,What would you be doing if you are bringing suit against someone?,bringing suit,A. swimming,B. going to court,C. ruling,D. randomness,E. laughter
47,47,4,What might be the result of a season of successful skiing?,skiing,A. finish line,B. broken bones,C. broken legs,D. chapped lips,E. healthy body
4681,4681,2,The amateur didn't realize his chicken wouldn't lay enough eggs without a what?,chicken,A. tuna,B. eaten,C. rooster,D. cow,E. chopped
2842,2842,2,Where is the best place to get cheese?,cheese,A. the moon,B. fridge,C. market,D. pizza,E. refrigerator
4790,4790,3,"You can pick more than one number, or even pick a color on the what?",number,A. telephone book,B. mathematics,C. telephone,D. roulette wheel,E. math problem
2807,2807,4,Joe was a horse.  He lived in an American State. The environment was too cold for his taste.  Where did he probably live?,horse,A. farm yard,B. arizona,C. texas,D. race track,E. michigan
1152,1152,3,Disney has an entire ride dedicated to getting what to the world?,getting,A. satisfaction,B. fun,C. wanting more,D. joy,E. new realization
4611,4611,2,Where can you buy previously owned metal items?,metal,A. instruments,B. hobby lobby,C. junkyard,D. ore,E. car
1394,1394,3,What does the bird have in tree?,bird,A. forest,B. hope,C. sky,D. nest,E. roof
4529,4529,3,You need to press down and twist the top of this to get your pill out. What is it?,pill,A. medicine cabinet,B. pharmacy,C. jar,D. medicine bottle,E. box
1620,1620,2,If your joke is funny you will not experience surprise if someone does what?,surprise,A. scare,B. send flowers,C. laugh,D. cries,E. keep secret
3154,3154,1,If you know how to read and write you are what?,write,A. smart,B. literate,C. have paper,D. not give up,E. creativity
634,634,2,Where do fish spend the majority of their time?,fish,A. body of water,B. lake superior,C. underwater,D. toilet,E. aquarium
2719,2719,2,"Jane goes out the door to find outside a bright object, what is she looking for?",find outside,A. moon,B. ground,C. sun,D. nature,E. sky
4621,4621,4,"When people have conflicts with one another, what might happen?",people,A. party,B. agree or disagree,C. gain weight,D. believe in god,E. become angry
4948,4948,1,What do you put around a garden to keep animals out?,garden,A. park,B. fence,C. ground,D. vines,E. full bloom
2263,2263,4,A man is supposed to walk closer to the street when with a?,men,A. female group,B. father,C. gods,D. boys,E. lady
1829,1829,0,What happens when you get a blackout from amnesia?,alcohol,A. amnesia,B. drunkenness,C. hangover,D. enjoy,E. burn
1833,1833,4,In a predicament an animal might choose flight or what?,animal,A. leave home,B. hunt for food,C. smell prey,D. feel pain,E. fight for life
3606,3606,4,"He had really bad hand-eye coordination, so playing baseball was what?",baseball,A. very popular in japan,B. round,C. fun to play,D. a challenge,E. hard
4459,4459,2,Where would there be many people with umbrellas if there is rain?,rain,A. forest,B. under the water,C. disneyland,D. street,E. weather
3742,3742,0,What is likely true about a dog that escapes regularly?,dogs,A. very smart,B. very loyal,C. tired,D. friendly,E. faithful
4257,4257,4,Where do you get petrol?,petrol,A. burn hot,B. fuel tank,C. burn hot,D. car,E. gas station
1948,1948,1,Billy wasn't good at communicating with other people so he took a found a mentor and put a lot of effort into doing what?,communicating,A. puzzle,B. learning,C. exchanging ideas,D. confusion,E. response
2970,2970,1,"When making a chicken salad, how is the chicken made to be in smaller pieces?",chicken,A. baked in oven,B. chopped,C. bought at store,D. cooked by grilling,E. eaten
2626,2626,3,"It was a popular and common gift this year, so he headed to the what where it would be easy to find?",gift,A. christmas tree,B. christmas stocking,C. specialty store,D. department store,E. closet
2086,2086,4,A person with mental illness who stops their medication may have symptoms do what?,mental illness,A. effectively treated,B. cause hallucination,C. managed,D. ameliorated,E. recur
953,953,2,Where could you find multiple ruler that are owned by different people?,ruler,A. measure distance,B. england,C. office,D. drawer,E. desk
4263,4263,1,Joe learned some relaxing exercises from his therapist.  They all centered around what sort of action?,relaxing,A. feeling good,B. deep breathing,C. sleeping,D. taking a bath,E. fall asleep
184,184,1,What can someone feeling happiness fall into?,happiness,A. lead to laughter,B. love,C. laughter,D. smiles,E. tears
260,260,4,where do children play a game?,game,A. toy store,B. bar,C. casino,D. table,E. family room
1682,1682,3,What to you cause by hurting someone else?,hurting else,A. punishment,B. happiness,C. legal problems,D. physical pain,E. public outcry
3242,3242,0,"He found it odd that while attending lecture the professor got preachy, and even weirder when his fellow students started to what?",attending lecture,A. applaud,B. laughed,C. learning,D. taking notes,E. fall asleep
2904,2904,4,What public house might you expect to hear someone play the harp?,harp,A. music shop,B. auditorium,C. ochestra,D. concert hall,E. irish bar
3718,3718,3,What new things can lead to understanding better?,understanding better,A. interest in,B. coffee table,C. increase knowledge,D. ideas,E. wisdom
3783,3783,3,"They may be out of bed, but for some they don't what until they eat breakfast?",eat breakfast,A. set an alarm,B. open mouth,C. prepare breakfast,D. wake up,E. buy food
2205,2205,4,Where might I find information on current events in print form?,information,A. internet,B. car,C. television,D. book,E. newspaper
